,business_id,name,address,postal_code,latitude,longitude,stars,review_count,is_open,categories,wifi,parking,creditcard,reserve,groups,attributes.RestaurantsPriceRange2,alcohol,takeout,attire,delivery
71248,kCn40rLDu2v2jsy_D6RN5w,Greens & Grille,"4104 Millenia Blvd, Ste 114",32839,28.4891735944,-81.4298171904,4.0,331,1,"Restaurants, American (New), Vegetarian, Salad, Sandwiches",u'free',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,False,True,2.0,u'beer_and_wine',True,u'casual',True
71266,Rm_LznTmbba6G1-_R5Bdnw,The Brass Tap,781 N Alafaya Trl,32828,28.556983,-81.201992,3.5,118,1,"American (Traditional), Bars, Nightlife, Beer Bar, Restaurants",'free',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,False,True,2.0,u'full_bar',True,'casual',True
71306,ukEibIrqKKQxuHyWBS1UGw,Subway,1742 S Orange Ave,32806,28.5214134706,-81.3767190549,3.0,13,1,"Restaurants, Fast Food, Sandwiches",,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,False,True,1.0,,True,'casual',True
71338,oDlS3zbryqnKIeSo5vmYfw,Moe's Southwest Grill,4498 N Alafaya Trl,32826,28.6060694,-81.2082469,3.0,35,1,"Tex-Mex, Mexican, Restaurants",'free',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,False,True,1.0,'beer_and_wine',True,u'casual',True
71345,fr9-Qz5Q1-__BXfiN1gOPA,Banshoo Sushi Bar,9840 International Dr,32819,28.423829,-81.464227,3.0,19,1,"Restaurants, Sushi Bars, Seafood",'free',"{'garage': True, 'street': False, 'validated': False, 'lot': True, 'valet': True}",True,False,True,2.0,'full_bar',True,'casual',False
71364,On-VNro1Ba1dnoNLmwwyGA,Ararat Euro Food Bistro,7540 Universal Blvd,32819,28.453944,-81.465415,4.5,79,0,"Ethnic Grocery, International Grocery, Restaurants, Armenian, Food, Modern European, Imported Food, Russian, Specialty Food, Bistros",u'free',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,2.0,u'beer_and_wine',True,u'casual',True
71496,NwR9mu5nzbJoV3FL9diTMQ,Panera Bread,"7826 W Sandlake Rd, Ste 103",32819,28.4494137,-81.4895423,2.5,75,1,"Bakeries, Sandwiches, Salad, Bagels, Food, Soup, Delis, Breakfast & Brunch, Restaurants",u'free',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,False,True,1.0,u'none',True,u'casual',True
71515,53apOw1K2IjOsgUgWtqRSg,Buffalo Wings & Rings,2079 Town Center Blvd,32837,28.368538,-81.4074173,2.5,47,0,"Burgers, Nightlife, Sandwiches, American (New), Sports Bars, Chicken Wings, Restaurants, Bars",u'free',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,False,True,2.0,u'full_bar',True,u'casual',False
71519,rZYI2XI282Ga81eGODqy1A,McDonald's,11250 E Colonial Dr,32817,28.5664514,-81.2184214,3.0,6,1,"Restaurants, Coffee & Tea, Fast Food, Food, Burgers",,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,False,True,1.0,,True,'casual',True
71603,dW2hl4YE1-Omlzoisx6hbg,Cooper's Hawk Winery & Restaurant - Orlando,8005 International Dr,32819,28.4493164742,-81.4695801262,4.0,883,1,"Restaurants, Nightlife, Bars, American (New), Arts & Entertainment, Food, Wineries, Wine Tasting Room",u'free',"{'garage': True, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,2.0,'full_bar',True,'casual',True
71611,ndWamwhKS7Ncy8_HdkVU7w,Domino's Pizza,10057 University Blvd,32817,28.5995226,-81.2436012,2.5,8,1,"Sandwiches, Restaurants, Chicken Wings, Pizza",'no',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,False,False,1.0,'none',True,'casual',True
71628,xlryNfz2GCFfpF7Lm7mIUg,Izziban Sushi,"1700 Sand Lake Rd, Ste D124",32809,28.4496533349,-81.402027,3.5,550,1,"Barbeque, Specialty Food, Asian Fusion, Food, Restaurants, Sushi Bars, Japanese, Korean, Seafood Markets",'free',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,2.0,u'full_bar',True,u'casual',False
71634,5SmAjR6m6u27F7rrNh7E8Q,Ford's Garage- Orlando,"8201 Vineland Ave, Ste 1801",32821,28.3898136,-81.49027997,4.0,444,1,"Beer Bar, Burgers, Food, Restaurants, American (New), American (Traditional), Cocktail Bars, Bars, Comfort Food, Desserts, Nightlife, Breakfast & Brunch",u'free',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,False,True,2.0,u'full_bar',True,u'casual',True
71801,FBpF92DRCaZOxDuqwnsZ_w,Cafe Express Homestyle,712 W Church St,32805,28.5399905,-81.3897196,4.5,7,1,"Restaurants, Cafes",,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,,False,1.0,,,,
71876,qfcY1rzbhi1iRmVSifyGcg,Lone Palm Airport,6000 Universal Blvd,32819,28.4725864271,-81.4667665958,4.0,52,1,"American (Traditional), Nightlife, Bars, Restaurants",'free',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,False,True,2.0,'full_bar',False,'casual',False
71888,Y1o4zSoZji7K-ctFUfD7JQ,Harp & Celt Irish Pub & Restaurant,25 S Magnolia Ave,32801,28.5416381,-81.3772546,4.5,308,1,"Pubs, Irish Pub, Nightlife, Restaurants, Sports Bars, Irish, Bars",u'free',"{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,True,True,2.0,u'full_bar',True,'casual',False
71994,7LUqiTQOduIvPWjYYOtq5A,Asian Harbor,"8216 World Center Dr, Ste A",32821,28.3566815,-81.4950362,2.5,35,0,"Szechuan, Restaurants, Buffets, Chinese, Cantonese, Sushi Bars",u'no',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,False,True,2.0,u'beer_and_wine',True,u'casual',True
72006,CYvTr9FyNWmnyn4Fqud0QA,Andrea Quality Cheesecake,6020 Edgewater Dr,32810,28.6111239,-81.4168449,4.0,36,1,"Bakeries, Food, Custom Cakes, Desserts, Restaurants, American (Traditional), Sandwiches, American (New)",u'free',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,1.0,u'none',True,'casual',True
72039,uHqKnqU-cR_C_RtXS16tWw,Texas Fried Chicken,400 S Orange Blossom Trl,32805,28.537966,-81.3975787,3.5,77,1,"Chicken Wings, Restaurants, Burgers, Pizza, Halal",u'no',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,False,True,1.0,u'none',True,u'casual',True
72053,_0BVQly564Fdys8JlqmNkQ,Whopper Bar,6000 Universal Blvd,32819,28.4735625449,-81.4652870223,2.5,39,1,"Burgers, Restaurants, Fast Food",u'no',"{'garage': None, 'street': False, 'validated': None, 'lot': None, 'valet': False}",True,False,True,2.0,u'beer_and_wine',True,u'casual',False
72056,5uCx8KIkYO93DQjZc0rjXg,Burger King,5324 South John Young Parkway,32839,28.4857739,-81.4181328,1.5,29,1,"Burgers, Restaurants, Fast Food",'free',"{'garage': False, 'street': None, 'validated': False, 'lot': True, 'valet': False}",True,False,True,1.0,u'none',True,u'casual',True
72089,VpnBlEinv4QeMzDLCmTAbw,Little Caesar's Pizza,5149 S John Young Pkwy,32839,28.4884402,-81.4157854,2.5,23,1,"Pizza, Italian, Restaurants",,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,False,True,1.0,,True,'casual',False
72117,-zJXGMcxK04VtZXGP8aArw,Silver Mine Subs,12219 University Blvd.,32817,28.5980826,-81.2079779,2.5,7,0,"Restaurants, Sandwiches",,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,False,True,1.0,u'none',True,u'casual',True
72151,_IxTZxIU4wFKzka8lk3riA,Shine,25 Wall St,32801,28.542866,-81.378527,3.5,15,1,"Bars, Sports Bars, Nightlife, Dance Clubs, Restaurants",,"{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,False,True,2.0,u'full_bar',,,
72157,Eh1f4_1zd93kpWTt2wzc7w,Backstage Billiards of Lake Buena Vista,8516 Palm Pkwy,32836,28.384166,-81.500167,3.0,33,1,"Pool Halls, Nightlife, Bars, Chicken Wings, Sports Bars, Restaurants",'free',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,False,True,1.0,u'full_bar',,,
72186,HufArYuEnX166-hLz6z8Ug,Pho 88 Vietnamese Restaurant,9728 E Colonial Dr,32817,28.56826,-81.24822,3.5,98,0,"American (New), Vietnamese, Desserts, Food, Cajun/Creole, Restaurants",u'no',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,1.0,u'full_bar',True,u'casual',False
72209,_AD4ECiNIo4fgCBtoDFENw,Arepas El Cacao,"4115 Town Center Blvd, Ste B",32837,28.365193,-81.425263,3.5,48,1,"Venezuelan, Restaurants, Fast Food, Latin American",'free',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,False,True,1.0,'none',True,'casual',False
72221,-zTagkUfD7IP26ZW7352UQ,Don Cuban,1200 Lee Rd,32810,28.6180932379,-81.4420580864,3.0,5,1,"Cuban, Restaurants",u'free',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,False,True,1.0,u'none',True,u'casual',
72241,WvwXrRPW2RRrsBFMve_uhQ,Mr. Quick,5615 W Colonial Dr,32808,28.5527505,-81.4567156,4.0,70,1,"American (New), Breakfast & Brunch, Restaurants",u'no',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,False,False,1.0,u'none',True,u'casual',None
72331,2Sts13bODgKkRcOADeTnIw,Luya Chinese,"4498 N Alafaya Trl, Suite 276",32826,28.606105,-81.208838,3.5,65,1,"Restaurants, Chinese",'no',"{'garage': None, 'street': None, 'validated': False, 'lot': None, 'valet': False}",True,False,True,1.0,u'none',True,u'casual',True
72372,ZgqcO8DlWXZ2pG1gF2xHDw,StreetWise Urban Food,4434 Hoffner Ave,32812,28.480032,-81.3293265,5.0,87,1,"Tex-Mex, Burgers, Sandwiches, Mexican, American (New), Breakfast & Brunch, Restaurants, Tacos, Wraps",u'free',"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",True,False,True,,u'none',True,,True
72407,TB6WEelrvp1CP6i0FoVpUQ,Morimoto Street Food,Pleasure Island,32836,28.3707761545,-81.5180087314,2.5,167,1,"Japanese, Sushi Bars, Restaurants",'free',"{'garage': True, 'street': False, 'validated': False, 'lot': None, 'valet': False}",True,False,True,2.0,u'beer_and_wine',True,'casual',False
72449,Y6RlNPRUEs6yOruAyFqtBA,Freddy's Frozen Custard & Steakburgers,3200 S Orange Ave,32806,28.5059135187,-81.3766958905,4.0,100,0,"Burgers, Restaurants, Fast Food, American (Traditional)",'free',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,False,True,1.0,u'none',True,u'casual',True
72475,MZp9jAAfjW5B0fQeJ-mvNg,MamaJuana Latin Bistro & Rum Bar,75 E Colonial Dr,32801,28.5533081,-81.3776834,4.5,14,1,"Tapas Bars, Latin American, Restaurants, Cocktail Bars, Bars, Tapas/Small Plates, Nightlife",u'free',"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",True,True,True,2.0,u'full_bar',True,u'casual',True
72498,eHZu7KW5cDt4OR1p312uQw,Thai Express,"4693 Gardens Park Blvd, Ste 113",32839,28.4945969873,-81.4233433083,3.5,46,1,"Chinese, Thai, Restaurants, Asian Fusion",u'free',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,False,,1.0,u'none',True,,True
72499,khzEaJUv384w6BnIMAg0gg,Zest,12205 S Apopka Vineland Rd,32836,28.386945371,-81.5054011345,2.5,8,1,"American (New), Restaurants",'free',,True,True,True,2.0,'full_bar',True,'casual',True
72536,FjXY2wqQM6oVgrf_69S0ZQ,Junior Colombian Burger,10910 S Trail Cir,32837,28.4092478055,-81.4049868081,4.0,169,1,"Spanish, Restaurants, American (Traditional), Burgers",'free',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,False,True,1.0,'none',True,u'casual',True
72728,2Xbgp1j4xaB3Meqp0W7BHQ,Denny's,7660 International,32819,28.451523,-81.471279,3.0,69,1,"Breakfast & Brunch, Restaurants, American (Traditional), Diners",'free',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,False,True,2.0,'none',True,'casual',True
72821,iBzGe-WgOXItmouJLviPPw,Cecil's Texas Style BBQ,2800 S Orange Ave,32806,28.5107309,-81.3766741,3.5,208,1,"Restaurants, Barbeque",u'no',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,False,True,2.0,u'beer_and_wine',True,u'casual',True
72940,cpvOu-TmOVso8YE37kPipA,Clicks Billiards,2524 S. Semoran Blvd.,32822,28.514893,-81.3112089,3.5,23,1,"Pool Halls, Sports Bars, Bars, American (Traditional), Nightlife, Restaurants",'free',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,False,True,2.0,'full_bar',True,'casual',False
72944,9h1yTdWHJo1ZLtktF8l9xg,Anthony's Pizza Thornton Park,100 N Summerlin Ave,32801,28.543908,-81.3686202,3.5,204,1,"Italian, Pizza, Desserts, Restaurants, Food",'free',"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",True,True,True,2.0,'full_bar',True,'casual',True
72965,ESolyqBx9snCunQGc0iCtw,Coral Reef Bar and Grill,6924 Grand Vacations Way,32821,28.406312,-81.469417,3.5,25,1,"American (Traditional), Restaurants",u'free',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,False,True,2.0,u'full_bar',True,'casual',True
73004,LAreLIpOJe3jkQT_8HbQ7Q,Susuru,8548 Palm Pkwy,32836,28.384234,-81.501343,4.5,433,1,"Cocktail Bars, Tapas/Small Plates, Restaurants, Tapas Bars, Ramen, Nightlife, Japanese, Bars, Izakaya",u'no',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,False,True,2.0,u'full_bar',True,u'casual',None
73036,5FnH04AusiXS1xaex9FkrQ,One Eyed Jack's,15 N Orange Ave,32801,28.542466,-81.3788,3.5,16,0,"Pubs, Bars, American (Traditional), Dance Clubs, Restaurants, Nightlife",u'no',"{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,False,True,2.0,u'full_bar',True,u'casual',False
73050,H1fcbC-WKsbiEo8BBVkHwA,Benihana,1751 Hotel Plaza Blvd,32830,28.3728192125,-81.5105308466,3.0,265,1,"Sushi Bars, Nightlife, Japanese, Lounges, Bars, Restaurants",u'no',"{'garage': False, 'street': False, 'validated': True, 'lot': True, 'valet': False}",True,True,True,3.0,u'full_bar',True,u'casual',True
73144,QTKHW1N2ukluZfkgPQTqHQ,Krystal,6201 W Colonial Dr,32808,28.5525922233,-81.464929,2.5,13,1,"Hair Salons, Restaurants, Fast Food, Beauty & Spas, Burgers, American (New)",'free',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,False,True,1.0,'none',True,'casual',True
73208,w8EkbUA_K3wjIDRX0dEd4Q,Sally Beauty Supply,2774 E Colonial Dr,32803,28.5499287,-81.3486362,3.5,8,1,"Beauty & Spas, Shopping, Cosmetics & Beauty Supply, Restaurants",,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,False,True,2.0,,None,,None
73245,TF4T7KS5aDY_2z8SojX3Sw,Sus Hi Eatstation,417 S Chickasaw Trl,32825,28.5371974,-81.2741193,4.0,44,1,"Restaurants, Sushi Bars, Japanese",u'no',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,False,True,1.0,u'beer_and_wine',True,u'casual',True
73300,b4R-tbgUU0vW74iWswwzyg,Maya Grill - Temporarily Unavailable,1000 W Buena Vista Dr,32830,28.3628509193,-81.5738238834,3.5,165,1,"American (New), Latin American, Mexican, Restaurants, Tex-Mex",u'free',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,2.0,'full_bar',False,'casual',False
73401,HV6HhzpwKcJz41eyajV82A,Burger King,5515 International Dr,32819,28.4627192,-81.4548921,1.5,16,1,"Hot Dogs, Burgers, Restaurants, Fast Food",'free',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,False,True,1.0,u'none',True,'casual',True
73437,qgrip67HUyRKG9s1X1tmSA,Beth's Burger Bar,24 E Washington St,32801,28.543329,-81.3786002,4.0,300,0,"Local Flavor, Nightlife, Diners, Restaurants, Sports Bars, Bars, Burgers, American (Traditional)",u'free',"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,False,True,1.0,u'beer_and_wine',True,u'casual',True
73459,wDey-3CasMf_-ngFx4XVKw,Stasio's,210 N Bumby Ave,32803,28.5453923,-81.3521661,4.5,287,1,"Restaurants, Italian, Delis",u'no',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,False,False,2.0,u'beer_and_wine',True,u'casual',True
73472,XTmfiEC3ZkZ8DULlXj1ZkQ,Mama Millie's,12273 University Blvd,32817,28.5978501,-81.2088266,4.0,30,0,"Caribbean, Restaurants",u'no',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,False,True,1.0,u'none',True,'casual',False
73633,7iSBUEn08UNcnZc0-Lxaow,China 3 Biryani House,11981 S Apopka Vineland Rd,32836,28.39201,-81.50443,2.5,110,1,"Food, Chinese, Restaurants, Halal, Pakistani",u'free',"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,True,True,1.0,u'none',True,u'casual',True
73706,7yiTxAYqUKt2UVs4ceK57g,White Wolf Cafe,1829 N Orange Ave,32804,28.5686763,-81.3724862,4.0,676,1,"Event Planning & Services, Cafes, Sandwiches, American (New), Breakfast & Brunch, Diners, Restaurants, American (Traditional), Caterers",u'free',"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",True,False,True,2.0,u'full_bar',True,u'casual',False
73781,7dSM1YY_L8TfHlAEdXHDwA,Hawk's Landing Steakhouse,8701 World Center Dr,32821,28.3597796471,-81.5103234789,3.5,37,0,"Restaurants, Steakhouses",'paid',,True,True,True,3.0,u'full_bar',True,'casual',False
73854,vXpiVeRYVDjL85XUmffXug,Sonny's BBQ,7055 S. Semoran,32822,28.4613347,-81.309038,3.5,254,1,"Restaurants, Event Planning & Services, Barbeque, American (New), Caterers",u'free',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,False,True,2.0,u'full_bar',True,u'casual',True
73863,vdT7zlrLB2DL9pStDUs91A,HOT KRUST PANINI KITCHEN,"8015 Turkey Lake Rd, Ste 200",32819,28.44844098,-81.47666189,4.5,588,1,"Fast Food, Restaurants, Vegetarian, Salad, Sandwiches, Soup",u'free',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,False,True,1.0,u'none',True,u'casual',True
73964,UrMP_-JdpbbhR9nAcY5TXA,Mares Real Peruvian Cuisine,"13586 Village Park Dr, Ste 302",32837,28.3683674,-81.4270686,3.5,24,1,"Seafood, Peruvian, Food, Latin American, Desserts, Restaurants",u'free',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,,True,2.0,u'beer_and_wine',True,,
73997,6ezm1y9N1w2nJ5PNm3RV5Q,Bread Box Handcrafted Sandwiches,6000 Universal Blvd,32819,28.4736572703,-81.4652531349,4.0,195,1,"Sandwiches, Restaurants, American (Traditional)",'no',"{'garage': True, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,False,True,2.0,'beer_and_wine',False,'casual',False
74009,6zxThuK9WaLWnRLJIgqEIA,Chalo's Cafe,11301 S Orange Blossom Trl,32837,28.401794,-81.403722,3.5,23,1,"Latin American, Restaurants",'free',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,False,True,1.0,'none',True,u'casual',False
74033,a_zu5YtHb-q_AYFTqusAQw,Cuban American Cafe,"135 W Central Blvd, Ste 160",32801,28.5423463,-81.3813986,4.5,31,1,"Cuban, Restaurants",u'free',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,True,True,1.0,u'none',True,'casual',True
74035,dpARIpirWdLue5lwApCpMA,La Finca Mexican Grill,8200 World Center Dr,32821,28.3571008,-81.4939214,3.0,59,0,"Mexican, Beer, Wine & Spirits, Food, Restaurants",u'free',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,True,True,2.0,u'full_bar',True,u'casual',False
